ts,iso,hour_bucket,symbol,market_id,mark_price,index_price,last_trade_price,basis_bps,open_interest,oi_notional,daily_quote_volume,daily_base_volume,daily_trades,daily_price_low,daily_price_high,daily_price_change,funding_rate,funding_exchange,funding_clamp_small,funding_clamp_big,base_interest_rate,best_bid,best_ask,spread_bps,bid_sz_l1,ask_sz_l1,bid_base_top50,ask_base_top50,depth_imb_top50,bid_notional_band,ask_notional_band,depth_imb_band
1788623490,2026-09-05T15:51:30.464919+00:00,2026-09-05T15,SNDK,32,1761.81,1761.78,1761.24,0.17,834.237,1469767.09,7948113.642824,4560.5275,24218,1693.53,1781.0,1.5366437073114498,3.2e-05,lighter,0.05,4.0,0.0032,,,,,,,,,,,
1788623490,2026-09-05T15:51:30.464919+00:00,2026-09-05T15,VVV,8,17.262,17.248,17.286,8.117,8984.105,155083.62,228654.67305,12819.917,719,17.109,18.524,-2.029018363182952,9.599999999999999e-05,lighter,0.05,4.0,0.01,,,,,,,,,,,
1788623490,2026-09-05T15:51:30.464919+00:00,2026-09-05T15,COIN,23,185.52,185.45,185.47,3.775,1853.1972,343805.14,272057.452999,1469.9915,636,183.76,186.23,-0.30102671612105575,3.2e-05,lighter,0.05,4.0,0.0032,,,,,,,,,,,
1788623490,2026-09-05T15:51:30.464919+00:00,2026-09-05T15,OPENAI,42,1439.61,1439.95,1439.02,-2.361,1397.2545,2011501.55,7346764.107157,5205.5408,30514,1377.73,1454.72,3.5832541533500333,3.2e-05,lighter,0.05,4.0,0.0032,,,,,,,,,,,
1788623490,2026-09-05T15:51:30.464919+00:00,2026-09-05T15,SUI,9,0.79668,0.79664,0.79632,0.502,119448.8,95162.47,185470.512427,239361.7,672,0.74821,0.806,5.563730363889441,9.599999999999999e-05,lighter,0.05,4.0,0.01,0.79661,0.79717,7.027,5021.3,1326.6,450396.1,457495.3,-0.0078,72133.57,161306.58,-0.382
1788623490,2026-09-05T15:51:30.464919+00:00,2026-09-05T15,GOOGL,12,339.89,339.85,339.91,1.177,2042.8645,694349.21,855899.495868,2523.8433,1087,338.09,340.02,0.3187439128766638,3.2e-05,lighter,0.05,4.0,0.0032,,,,,,,,,,,
1788623490,2026-09-05T15:51:30.464919+00:00,2026-09-05T15,XAG,41,66.1964,66.1973,66.2002,-0.136,36174.18,2394600.49,2445276.752579,36945.36,6588,65.8023,66.3267,0.10585178934889052,3.2e-05,lighter,0.05,4.0,0.0032,,,,,,,,,,,
1788623490,2026-09-05T15:51:30.464919+00:00,2026-09-05T15,SHEIN,43,5.0284,5.027,5.0181,2.785,15526.44,78073.15,134318.55247,27072.77,710,4.9071,5.0518,1.7890829428588815,3.2e-05,lighter,0.05,4.0,0.0032,,,,,,,,,,,
1788623490,2026-09-05T15:51:30.464919+00:00,2026-09-05T15,SPCX,18,149.7,149.7,149.68,0.0,11810.0167,1767959.5,2120360.537392,14245.898,13106,147.41,149.75,0.6049200161312004,3.2e-05,lighter,0.05,4.0,0.0032,,,,,,,,,,,
1788623490,2026-09-05T15:51:30.464919+00:00,2026-09-05T15,ZEC,4,1017.65,1017.45,1017.46,1.966,655.4711,667040.16,1296799.655938,1270.0355,8403,985.22,1049.99,-1.590095753941387,9.599999999999999e-05,lighter,0.05,4.0,0.01,1017.46,1017.83,3.636,0.2237,0.9826,559.596,547.9197,0.0105,120480.71,134117.83,-0.0536
1788623490,2026-09-05T15:51:30.464919+00:00,2026-09-05T15,CRCL,24,101.89,101.837,101.914,5.204,5871.081,598204.44,898545.620161,8809.517,4398,100.965,102.836,-0.47558129315143405,3.2e-05,lighter,0.05,4.0,0.0032,,,,,,,,,,,
